"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoW]"   ,    "rms[RhoE]"   ,     "rms[nu]"    
          0,           0,         203,       -7.30227244,      -6.615604825,      -7.712982482,      -7.957849482,      -6.704301924,      -9.540259017
          0,           0,         204,      -7.303593361,      -6.617312755,      -7.718300389,      -7.968080455,      -6.705568684,      -9.540378008
          0,           0,         205,      -7.304686749,      -6.618976216,      -7.723532054,      -7.978102279,      -6.706602836,      -9.540503023
          0,           0,         206,      -7.305594068,      -6.620602276,      -7.728673509,      -7.987895966,      -6.707449929,      -9.540633494
          0,           0,         207,        -7.3063604,      -6.622198613,      -7.733727039,      -7.997471951,      -6.708158791,      -9.540768683
          0,           0,         208,      -7.307032454,      -6.623773355,      -7.738700002,      -8.006866388,      -6.708779154,      -9.540908185
          0,           0,         209,      -7.307656652,      -6.625334711,      -7.743602871,      -8.016133476,      -6.709359526,      -9.541051846
          0,           0,         210,      -7.308277396,      -6.626890515,       -7.74844692,      -8.025335392,      -6.709945389,      -9.541199494
          0,           0,         211,      -7.308935669,      -6.628448013,       -7.75324235,      -8.034532189,      -6.710577862,      -9.541350998
          0,           0,         212,      -7.309667876,      -6.630013642,      -7.757996746,      -8.043772438,      -6.711292683,      -9.541506337
          0,           0,         213,      -7.310504914,      -6.631592806,      -7.762714155,      -8.053086139,      -6.712119508,       -9.54166568
          0,           0,         214,      -7.311471566,      -6.633189822,      -7.767394631,      -8.062480555,      -6.713081555,      -9.541829038
          0,           0,         215,       -7.31258607,      -6.634807837,       -7.77203475,      -8.071939996,      -6.714195398,      -9.541996711
          0,           0,         216,      -7.313859923,      -6.636448785,      -7.776628571,      -8.081428495,      -6.715470982,      -9.542169034
          0,           0,         217,        -7.3152979,      -6.638113398,      -7.781168925,      -8.090895547,      -6.716911772,      -9.542346381
          0,           0,         218,      -7.316898296,      -6.639801253,      -7.785648858,      -8.100283834,       -6.71851508,      -9.542529211
          0,           0,         219,      -7.318653228,      -6.641510856,      -7.790062948,      -8.109537639,      -6.720272371,      -9.542717983
          0,           0,         220,      -7.320549202,      -6.643239776,      -7.794408358,      -8.118610701,      -6.722169788,       -9.54291315
          0,           0,         221,      -7.322567995,      -6.644984806,      -7.798685507,       -8.12747213,       -6.72418896,      -9.543115231
          0,           0,         222,      -7.324687436,      -6.646742122,      -7.802898159,      -8.136111107,      -6.726307675,       -9.54332471
          0,           0,         223,      -7.326882417,      -6.648507436,      -7.807052915,      -8.144537223,      -6.728500811,      -9.543541772
          0,           0,         224,         -7.329126,      -6.650276227,      -7.811158559,      -8.152778216,      -6.730741338,      -9.543766659
          0,           0,         225,      -7.331390574,      -6.652043962,      -7.815225057,      -8.160874812,       -6.73300142,      -9.543999718
